name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,track_id,genres
Born to Run,Born To Run,Bruce Springsteen,1975-08-25,269920,73,0.27,0.00501,0.944,2.05e-05,0.116,-4.199,0.0975,146.347,4,6hTcuIQa0sxrrByu9wTD7s,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']"
Glory Days,Born In The U.S.A.,Bruce Springsteen,1984-06-04,254733,72,0.574,0.0457,0.96,0.0,0.121,-4.906,0.032,117.486,4,2Y90nL1ohB4sgYELDs7uNx,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']"
Streets of Philadelphia - Single Edit,Greatest Hits,Bruce Springsteen,1995-02-27,195080,72,0.741,0.294,0.29,0.118,0.0924,-13.251,0.0302,93.699,4,3fbnbn6A5O5RNb08tlUEgd,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']"
Hungry Heart,The River,Bruce Springsteen,1980-10-17,199453,69,0.641,0.0857,0.894,0.009,0.157,-7.41,0.0273,109.823,4,1KsI8NEeAna8ZIdojI3FiT,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']"
The River,The River,Bruce Springsteen,1980-10-17,301546,67,0.587,0.179,0.536,2.75e-05,0.305,-11.248,0.0304,117.498,4,3gQC0KTBXZeysuzRqMrfbD,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']"
Secret Garden,Greatest Hits,Bruce Springsteen,1995-02-27,266613,66,0.52,0.576,0.329,0.0418,0.12,-14.224,0.0266,86.857,4,68uuz61IqrSJjO6ffO3yHc,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']"
Thunder Road,Born To Run,Bruce Springsteen,1975-08-25,288720,66,0.369,0.623,0.758,1.78e-05,0.531,-5.871,0.0364,140.71,4,56lhDZNQ5J47aog6mGKeGk,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']"
Melhor Ser uma Saudade,"Tarja Preta, Ep. 1",Zé Neto & Cristiano,2022-01-27,158716,77,0.687,0.691,0.589,0.0,0.0882,-4.244,0.0377,109.482,4,5IcPYzR2bkS4W3MabMpi4Z,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
Ela e Ela,Chaaama,Zé Neto & Cristiano,2021-10-07,168644,68,0.578,0.279,0.669,0.0,0.171,-4.748,0.0341,110.001,4,7pvrsbBKUQI2QmA74WCJa5,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
Alô Ambev (Segue Sua Vida) - Ao Vivo,Por Mais Beijos Ao Vivo (ao Vivo),Zé Neto & Cristiano,2020-03-26,169593,68,0.695,0.334,0.872,0.0,0.954,-3.65,0.0868,121.843,4,5m5aY6S9ttfIG157xli2Rs,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
Notificação Preferida - Ao Vivo,Esquece o Mundo Lá Fora (Ao Vivo) - Deluxe,Zé Neto & Cristiano,2018-07-13,182340,68,0.398,0.778,0.838,0.0,0.189,-4.734,0.13,156.008,3,3tA0vALUwrzkTgHcm9j6oJ,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
Você Beberia Ou Não Beberia?,Chaaama,Zé Neto & Cristiano,2021-10-07,154662,67,0.587,0.562,0.774,0.0,0.071,-4.719,0.0665,75.895,4,2ixi9HWJw5lnLDmRMsiCS5,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
Largado Às Traças - Ao Vivo,Esquece o Mundo Lá Fora (Ao Vivo) - Deluxe,Zé Neto & Cristiano,2018-07-13,234961,66,0.694,0.611,0.869,0.0,0.535,-5.26,0.0857,121.996,4,371Up3WP7OqJNFPf0BiyUe,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
Vamo Tomar Uma,Chaaama,Zé Neto & Cristiano,2021-10-07,139528,65,0.672,0.458,0.762,0.0,0.0706,-5.712,0.0632,137.872,4,452LVnTBjXYW3guqe3xiqI,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
S de Saudade,S de Saudade,Luíza & Maurílio,2019-10-25,174863,65,0.714,0.621,0.712,0.0,0.127,-4.403,0.0545,123.804,4,3J5Pu25BODMex4Jpy4l6FL,"['arrocha', 'sertanejo pop']"
Batendo o Dente,"Tarja Preta, Ep. 2",Zé Neto & Cristiano,2022-03-10,190988,64,0.787,0.415,0.644,0.0,0.153,-5.881,0.0559,119.774,4,6rq8nnRLsRC8bWmPFkHnPw,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
Vamo Tomar Uma - Remix,Vamo Tomar Uma (Remix),DJ Lucas Beat,2021-12-03,175051,63,0.77,0.589,0.617,1.04e-05,0.0789,-1.598,0.155,132.698,4,22wPTZp4xTjKszrHxvccNn,['sertanejo pop']
I'm Yours,We Sing. We Dance. We Steal Things.,Jason Mraz,2008-05-12,242946,81,0.703,0.559,0.444,0.0,0.0973,-9.331,0.0417,150.96,4,37vVp2sWHuuIBOSl1NswP6,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']"
Lucky,We Sing. We Dance. We Steal Things.,Jason Mraz,2008-05-12,189613,74,0.625,0.294,0.414,0.0,0.151,-8.7,0.0369,130.088,4,0IktbUcnAGrvD03AWnz3Q8,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']"
I Won't Give Up,Love Is a Four Letter Word (Deluxe Edition),Jason Mraz,2012-04-13,240165,71,0.483,0.694,0.303,0.0,0.115,-10.058,0.0429,133.406,3,53QF56cjZA9RTuuMZDrSA6,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']"
93 Million Miles,Love Is a Four Letter Word (Deluxe Edition),Jason Mraz,2012-04-13,216386,52,0.572,0.477,0.454,1.37e-05,0.0974,-10.286,0.0258,140.182,4,1s8tP3jP4GZcyHDsjvw218,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']"
Have It All,Know.,Jason Mraz,2018-08-10,226106,65,0.643,0.204,0.638,0.0,0.0707,-4.947,0.0407,82.001,4,7BXW1QCg56yzEBV8pW8pah,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']"
The Remedy (I Won't Worry),Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,2002,256440,18,0.589,0.041,0.867,0.0,0.306,-4.523,0.0385,94.52,4,4tK4ARuilOrBzwVQK73E0Y,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']"
Look For The Good - Single Version,Look For The Good,Jason Mraz,2020-04-17,239697,60,0.71,0.0384,0.615,0.0,0.283,-8.23,0.133,90.263,4,4XI5GjQ6zcJXsDnuyOGGEa,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']"
Love Someone,YES! (Commentary),Jason Mraz,2014-07-13,257173,46,0.582,0.317,0.347,0.00678,0.111,-14.769,0.0305,97.957,4,0OCRwXbQRdOZ1OtB4Imsp1,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']"
You and I Both,Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,2002,218240,18,0.615,0.184,0.812,0.0,0.328,-6.573,0.0458,98.954,4,2mKjs6s0Z1imKKb6gOk628,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']"
I'm Yours - Live on HSN Live,Spotify Sessions,Jason Mraz,2014-09-16,243941,56,0.428,0.697,0.694,0.0,0.764,-8.455,0.0978,145.353,4,1j5cGcXWdHKTPQ2XgXODJI,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']"
Runaway (U & I),Pharmacy,Galantis,2015-06-05,227073,75,0.506,0.00711,0.805,0.00193,0.0856,-4.119,0.0469,126.008,4,46lFttIf5hnUZMGvjK0Wxo,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']"
Run (with Galantis),Only Honest On The Weekend (Deluxe),Becky Hill,2022-03-18,190093,62,0.596,0.0391,0.88,0.0,0.0757,-2.697,0.0396,124.048,4,1kaJ2dEM1jeXQaH7uDdyoD,"['dance pop', 'edm', 'pop', 'pop dance', 'pop house', 'tropical house', 'uk dance']"
Dandelion,Dandelion,Galantis,2021-01-08,140011,69,0.8,0.158,0.66,0.02,0.14,-4.903,0.158,117.923,4,2eAvDnpXP5W0cVtiI0PUxV,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']"
No Money,The Aviary,Galantis,2017-09-15,191293,69,0.674,0.0282,0.915,0.00337,0.273,-3.999,0.0411,126.038,4,0gb1J5UrTpzaU1s3nupgCd,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']"
Good Luck (with Jax Jones & Galantis),About Last Night...,Mabel,2022-07-15,235453,53,0.699,0.118,0.784,0.0,0.0529,-5.701,0.0538,121.98,4,2BfJX65Te5q84Pku7osGRH,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
DNA,22 (Deluxe),Craig David,2022-09-30,177213,50,0.672,0.0588,0.881,0.0,0.406,-3.142,0.0447,122.012,4,6HZILIRieu8S0iqY8kIKhj,"['british soul', 'dance pop', 'r&b', 'urban contemporary']"
Fading Like A Flower,ROX RMX Vol. 1 (Remixes From The Roxette Vaults),Roxette,2022-06-24,145807,56,0.701,0.018,0.901,1.08e-06,0.0665,-4.34,0.046,121.022,4,7qSd3WHSPUtmt6c36pwJaY,"['europop', 'new wave pop', 'soft rock', 'swedish pop']"
1x1,1x1,Galantis,2022-05-13,139435,65,0.887,0.0176,0.863,0.0594,0.288,-4.2,0.0697,120.028,4,6sIbv1oWOuma2qV907MUbk,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']"
Alien,Alien,Galantis,2021-12-10,165858,64,0.676,0.0162,0.731,0.0,0.126,-5.325,0.0948,123.993,4,11iIikXxC6NP0Ma8vMD27x,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']"
Thank God,Different Man,Kane Brown,2022-09-09,174560,78,0.738,0.695,0.455,0.0,0.107,-8.735,0.0352,99.945,4,1brnLTvarI9D1hLP6z2Ar8,"['black americana', 'contemporary country', 'country', 'country road']"
Be Like That - feat. Swae Lee & Khalid,Be Like That (feat. Swae Lee & Khalid),Kane Brown,2020-07-10,191406,76,0.727,0.0469,0.626,2.58e-05,0.126,-8.415,0.0726,86.97,4,5f1joOtoMeyppIcJGZQvqJ,"['black americana', 'contemporary country', 'country', 'country road']"
One Thing Right,One Thing Right,Marshmello,2019-06-21,181823,74,0.659,0.0644,0.625,0.0,0.582,-2.253,0.045,88.042,4,4hPpVbbakQNv8YTHYaOJP4,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']"
Heaven,Kane Brown (Deluxe Edition),Kane Brown,2017-10-06,179506,74,0.677,0.263,0.556,0.0,0.105,-6.544,0.0306,80.006,4,1HXy5I3HTWq8OvxCn0z7G7,"['black americana', 'contemporary country', 'country', 'country road']"
What Ifs (feat. Lauren Alaina),Kane Brown,Kane Brown,2016-12-02,188253,73,0.612,0.00898,0.799,0.0,0.172,-4.603,0.0275,125.976,4,7zVCrzzEJU7u24sbJPXA5W,"['black americana', 'contemporary country', 'country', 'country road']"
Like I Love Country Music,Different Man,Kane Brown,2022-09-09,234800,64,0.533,0.00075,0.802,0.000225,0.315,-6.73,0.0447,124.986,4,3j1xkzTW8owIphkWV51V9s,"['black americana', 'contemporary country', 'country', 'country road']"
Grand,Different Man,Kane Brown,2022-09-09,178973,62,0.583,0.00484,0.856,0.0,0.224,-5.446,0.0445,168.053,4,4WZ3liyYz5ZzDcL4ibAuOi,"['black americana', 'contemporary country', 'country', 'country road']"
Famous Friends,Famous Friends,Chris Young,2021-08-06,166506,67,0.535,0.0528,0.859,0.0,0.32,-2.922,0.0344,102.008,4,00KyYtT6NaXwbPecina5Pj,"['contemporary country', 'country', 'country road']"
One Mississippi,Different Man,Kane Brown,2022-09-09,214293,62,0.463,0.00204,0.84,2.16e-06,0.197,-5.807,0.0385,99.991,4,4FdPnT2cFrpWCmWZd7GXc3,"['black americana', 'contemporary country', 'country', 'country road']"
So Sick,In My Own Words,Ne-Yo,2006-01-01,207186,78,0.452,0.246,0.574,0.0,0.189,-8.336,0.31,92.791,4,6brl7bwOHmGFkNw3MBqssT,"['dance pop', 'pop', 'urban contemporary']"
Miss Independent,Year Of The Gentleman (Bonus Track Edition),Ne-Yo,2008-01-01,232000,76,0.673,0.522,0.683,0.0,0.235,-5.693,0.115,171.86,4,34ceTg8ChN5HjrqiIYCn9Q,"['dance pop', 'pop', 'urban contemporary']"
Because Of You,Because Of You,Ne-Yo,2007-01-01,266840,75,0.81,0.528,0.538,0.0,0.0951,-5.784,0.0356,109.97,4,6CFPFnS9EcLs2I0nWqtWci,"['dance pop', 'pop', 'urban contemporary']"
Sexy Love,In My Own Words,Ne-Yo,2006-01-01,220853,70,0.693,0.297,0.516,0.000127,0.0604,-6.446,0.0413,94.02,4,10aWGOqSDBqvNzJ9NeKDbK,"['dance pop', 'pop', 'urban contemporary']"
Let Me Love You (Until You Learn To Love Yourself),R.E.D. (Deluxe Edition),Ne-Yo,2012-01-01,251626,70,0.658,0.248,0.677,0.0,0.368,-6.628,0.0393,124.91,4,4kte3OcW800TPvOVgrLLj8,"['dance pop', 'pop', 'urban contemporary']"
Mad,Year Of The Gentleman (Bonus Track Edition),Ne-Yo,2008-01-01,254533,69,0.727,0.661,0.649,0.0,0.111,-5.356,0.0338,129.992,4,0QHEIqNKsMoOY5urbzN48u,"['dance pop', 'pop', 'urban contemporary']"
Let's Go (feat. Ne-Yo),18 Months,Calvin Harris,2012-10-29,232800,67,0.71,0.00777,0.882,0.00771,0.294,-2.932,0.0595,128.016,4,4wkQmYpAaMe41Rc3sYZ7Vz,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
She Knows,Non-Fiction (Deluxe),Ne-Yo,2015-01-20,214725,67,0.706,0.0262,0.572,0.0,0.585,-5.799,0.0326,139.982,4,0Fs9cdPDhptWEDJmiCbkEW,"['dance pop', 'pop', 'urban contemporary']"
Closer,Year Of The Gentleman (Bonus Track Edition),Ne-Yo,2008-01-01,234360,65,0.711,0.028,0.753,2.96e-05,0.152,-6.461,0.0766,126.051,4,7BKLCZ1jbUBVqRi2FVlTVw,"['dance pop', 'pop', 'urban contemporary']"
Work from Home (feat. Ty Dolla $ign),7/27 (Deluxe),Fifth Harmony,2016-05-27,214480,76,0.803,0.103,0.585,3.94e-06,0.0644,-5.861,0.0432,105.017,4,4tCtwWceOPWzenK2HAIJSb,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']"
Worth It (feat. Kid Ink),Reflection (Deluxe),Fifth Harmony,2015-01-30,224573,74,0.884,0.063,0.765,7.04e-06,0.118,-3.865,0.0882,99.987,4,41Fflg7qHiVOD6dEPvsCzO,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']"
That's My Girl,7/27 (Deluxe),Fifth Harmony,2016-05-27,204013,73,0.596,0.0358,0.851,3.19e-05,0.365,-4.245,0.121,202.049,4,2ACOWPLUe4A4KuQ5ioD2od,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']"
I'm In Love With a Monster,I'm In Love With a Monster,Fifth Harmony,2015-08-14,211932,67,0.666,0.0597,0.812,0.0,0.0603,-4.07,0.0647,145.059,4,0hO71r8vbnrXSaXVrR9ptF,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']"
Worth It,Worth It,Fifth Harmony,2015,185256,64,0.858,0.0478,0.78,5.72e-05,0.133,-3.739,0.0738,99.984,4,0PQoUlzP7ILdcrzpajHXc0,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']"
All In My Head (Flex) (feat. Fetty Wap),7/27 (Deluxe),Fifth Harmony,2016-05-27,210573,63,0.689,0.023,0.791,0.0,0.0526,-5.194,0.053,95.04,4,7nD9nN3jord9wWcfW3Gkcm,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']"
BO$$,Reflection (Deluxe),Fifth Harmony,2015-01-30,171413,63,0.813,0.00621,0.872,0.0,0.0498,-5.224,0.107,103.016,4,3sNVsP50132BTNlImLx70i,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']"
Sledgehammer,Reflection (Deluxe),Fifth Harmony,2015-01-30,230906,63,0.671,0.0057,0.777,0.0011,0.0783,-4.322,0.046,99.98,4,4AUS8KNz7zX8XFu9L38GT0,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']"
Miss Movin' On,Miss Movin' On,Fifth Harmony,2013-07-16,193733,62,0.466,0.0332,0.842,9.12e-06,0.349,-2.937,0.0513,75.0,4,0gL0Xf8CN95HmgfEYYLRZV,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']"
Mirrors,"Cover Sessions, Vol. 3",Boyce Avenue,2015-04-28,292566,58,0.545,0.496,0.658,0.0,0.105,-7.174,0.0474,76.971,4,4rHZZAmHpZrA3iH5zx8frV,"['acoustic cover', 'neo mellow', 'viral pop']"
"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,2022-07-06,198937,99,0.621,0.0125,0.782,0.033,0.23,-5.548,0.044,128.033,4,2tTmW7RDtMQtBk7m2rYeSw,"['argentine hip hop', 'pop venezolano', 'trap argentino']"
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Villano Antillano: Bzrp Music Sessions, Vol. 51",Bizarrap,2022-06-08,187500,86,0.82,0.0584,0.752,0.00417,0.628,-7.635,0.0648,127.999,4,4hceSKjrkDTO0nMKFcb3sj,"['argentine hip hop', 'pop venezolano', 'trap argentino']"
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,2021-12-29,160000,79,0.657,0.459,0.821,0.0,0.103,-3.06,0.32,96.561,4,6VAS7m73rDopQe7BdrFMpD,"['argentine hip hop', 'pop venezolano', 'trap argentino']"
"Eladio Carrion: Bzrp Music Sessions, Vol. 40","Eladio Carrion: Bzrp Music Sessions, Vol. 40",Bizarrap,2021-06-09,164895,80,0.783,0.241,0.524,0.0,0.271,-6.455,0.0554,117.496,4,1VauUM5CBX7nkLcgafQL2B,"['argentine hip hop', 'pop venezolano', 'trap argentino']"
"L-Gante: Bzrp Music Sessions, Vol.38","L-Gante: Bzrp Music Sessions, Vol. 38",Bizarrap,2021-03-10,192347,76,0.553,0.368,0.819,1.36e-05,0.0915,-3.083,0.257,87.913,4,1Crj1zkRMpsEjb9NOR6Zof,"['argentine hip hop', 'pop venezolano', 'trap argentino']"
Malbec,Desde el Fin del Mundo,Duki,2021-04-22,175890,76,0.705,0.574,0.692,0.0,0.13,-6.476,0.0357,122.991,4,6KEb17S00Inf0v1qYDgUAj,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']"
"Nathy Peluso: Bzrp Music Sessions, Vol. 36","Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,2020-11-27,171215,75,0.65,0.25,0.655,0.0,0.0691,-3.71,0.405,94.059,4,78SeXVRJ7KCqVmOwTiFjnI,"['argentine hip hop', 'pop venezolano', 'trap argentino']"
"Morad: Bzrp Music Sessions, Vol. 47","Morad: Bzrp Music Sessions, Vol. 47",Bizarrap,2021-12-08,177583,75,0.77,0.468,0.859,0.00339,0.103,-4.526,0.0429,122.042,4,39yyHtQ4tkjZzd8TfIBKQw,"['argentine hip hop', 'pop venezolano', 'trap argentino']"
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcangel,2016-09-30,264000,80,0.815,0.54,0.514,0.0,0.611,-9.446,0.361,120.054,4,6NSMQFKgjpQb0KkjMDYIK0,"['latin hip hop', 'reggaeton', 'trap latino']"
Infeliz,Historias de un Capricornio,Arcangel,2019-12-20,221103,74,0.713,0.366,0.798,4.3e-06,0.246,-3.147,0.219,176.073,4,4z6wo6PJG4Fve45OXK6D9m,"['latin hip hop', 'reggaeton', 'trap latino']"
Me Acostumbre (feat. Bad Bunny),Me Acostumbre (feat. Bad Bunny),Arcangel,2017-04-11,263288,72,0.808,0.641,0.586,0.0,0.14,-7.242,0.169,124.041,4,2FIm6YsSGL5acOqSuJDh5s,"['latin hip hop', 'reggaeton', 'trap latino']"
Pa' Que La Pases Bien,El Fenomeno,Arcangel,2008-12-08,214120,71,0.897,0.00758,0.755,0.000451,0.264,-5.684,0.144,110.008,4,1pLCpA1RN8avJxSD3ZCwhj,"['latin hip hop', 'reggaeton', 'trap latino']"
Sigues Con El,Historias de un Capricornio,Arcangel,2019-12-20,226532,65,0.883,0.11,0.668,0.000529,0.0734,-2.957,0.113,87.972,4,7sQKy5vlPQllr0k9IjYJv3,"['latin hip hop', 'reggaeton', 'trap latino']"
Me Ama Me Odia,Me Ama Me Odia,Revol,2016-09-01,326936,70,0.735,0.226,0.603,3.56e-05,0.0844,-9.474,0.203,135.993,4,6TZXBJLTIOX6DM6hwCsKw2,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']"
P FKN R,YHLQMDLG,Bad Bunny,2020-02-29,258280,68,0.82,0.409,0.635,0.0,0.244,-5.749,0.0772,101.024,4,0fgsKar6uBO08vzHXkTjWi,"['reggaeton', 'trap latino']"
Tsunami (feat. Arcangel & De La Ghetto),The Love & Sex Tape,Maluma,2022-06-10,242603,67,0.679,0.133,0.693,2.41e-06,0.269,-4.757,0.141,179.941,4,0CS9Ypgubqau2INA8SFinq,"['reggaeton', 'reggaeton colombiano']"
Hace Mucho Tiempo,"Sentimiento, Elegancia y Maldad",Arcangel,2013-11-19,171333,63,0.687,0.629,0.782,3.15e-05,0.106,-5.571,0.072,89.978,4,5Y0ZwhwMEQ7NIb5PeAp0YI,"['latin hip hop', 'reggaeton', 'trap latino']"
Say Something,Is There Anybody Out There?,A Great Big World,2014-01-20,229400,75,0.407,0.857,0.147,2.89e-06,0.0913,-8.822,0.0355,141.284,3,6Vc5wAMmXdKIAM7WUoEb7N,"['neo mellow', 'piano rock', 'pop rock', 'post-teen pop']"
Genie In a Bottle,Christina Aguilera (Expanded Edition),Christina Aguilera,1999,217573,73,0.633,0.209,0.8,0.000123,0.137,-6.945,0.166,175.716,4,11mwFrKvLXCbcVGNxffGyP,"['dance pop', 'pop', 'post-teen pop']"
Beautiful,Stripped,Christina Aguilera,2002-07-19,238560,71,0.456,0.578,0.573,3.05e-06,0.114,-3.866,0.0275,76.19,4,2rxQMGVafnNaRaXlRMWPde,"['dance pop', 'pop', 'post-teen pop']"
Dirrty (feat. Redman),Stripped,Christina Aguilera,2002-07-19,298853,69,0.64,0.107,0.889,0.0,0.339,-3.073,0.322,99.931,4,59ZTxQo8rBycIXPLUIKvE2,"['dance pop', 'pop', 'post-teen pop']"
Fighter,Stripped,Christina Aguilera,2002-07-19,245960,68,0.435,0.235,0.92,0.000353,0.552,-1.357,0.201,188.899,4,7nXq1vaZiz7PdbfojpPjW5,"['dance pop', 'pop', 'post-teen pop']"
Candyman,Back To Basics,Christina Aguilera,2006-08-14,194213,68,0.686,0.0125,0.789,0.0147,0.142,-4.713,0.23,172.976,4,5lUTzPuiloBHm1qEaJcJfF,"['dance pop', 'pop', 'post-teen pop']"
Lady Marmalade - Single Edit,Lady Marmalade,Various Artists,2001-06-26,267960,65,0.754,0.0185,0.811,5.18e-06,0.654,-3.679,0.0561,109.902,4,0PSZ9G584Ve27GK6ThlY6P,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
Pero Me Acuerdo de Tí,Mi Reflejo,Christina Aguilera,2000,265733,67,0.679,0.546,0.474,0.00149,0.373,-6.323,0.0294,117.947,4,4B1sb2YVO03sBmyR8bvzEB,"['dance pop', 'pop', 'post-teen pop']"
Come on over Baby (All I Want Is You) - Radio Version,Christina Aguilera (Expanded Edition),Christina Aguilera,1999,203333,66,0.829,0.226,0.915,1.25e-05,0.246,-3.205,0.106,118.903,4,7A0apkTSTvMbSI7yplcmlh,"['dance pop', 'pop', 'post-teen pop']"
Pretty Little Fears (feat. J. Cole),East Atlanta Love Letter,6LACK,2018-09-14,240341,75,0.61,0.696,0.458,0.000103,0.0852,-11.336,0.36,192.099,4,4at3d5QWnlibMVN75ECDrp,"['atl hip hop', 'hip hop', 'melodic rap', 'pop', 'r&b', 'rap', 'trap']"
PRBLMS,FREE 6LACK,6LACK,2016-11-18,246773,73,0.417,0.0307,0.58,1.45e-06,0.179,-4.574,0.207,68.58,5,4AtZRwSR8BOTTQg5ihSggt,"['atl hip hop', 'hip hop', 'melodic rap', 'pop', 'r&b', 'rap', 'trap']"
l e t . g o . m y . h a n d (with Bas & 6LACK),The Off-Season,J. Cole,2021-05-14,266291,69,0.583,0.506,0.625,0.0,0.196,-8.011,0.277,89.812,4,0GAyuCo975IHGxxiLKDufB,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
Ex Calling,FREE 6LACK,6LACK,2016-11-18,211960,66,0.773,0.00561,0.564,1.99e-05,0.213,-7.241,0.249,155.976,4,1MQ8ydvrTnn2QJgXFATJvD,"['atl hip hop', 'hip hop', 'melodic rap', 'pop', 'r&b', 'rap', 'trap']"
FOREVER (with 6LACK),YESSIE,Jessie Reyez,2022-09-16,223157,66,0.815,0.543,0.606,2.03e-05,0.114,-4.496,0.0586,114.009,4,2lVYLiHGIX6GajMqYXF1Un,"['canadian contemporary r&b', 'canadian pop', 'pop', 'r&b']"
VIP *-*,DOCE 22,Luísa Sonza,2021-07-18,176400,65,0.754,0.278,0.846,4e-05,0.519,-5.114,0.0486,99.987,4,6NCJTDAQsOErJGv7mhdvsB,"['funk carioca', 'pop nacional']"
"Yo Love - From ""Queen & Slim: The Soundtrack""","Yo Love (From ""Queen & Slim: The Soundtrack"")",Vince Staples,2019-11-11,143830,65,0.703,0.565,0.573,3.13e-06,0.0987,-9.032,0.0724,147.038,4,3Vj8RQkFwOmDvUrwu6MtQZ,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']"
Know My Rights (feat. Lil Baby),6pc Hot EP,6LACK,2020-06-26,194395,65,0.789,0.249,0.419,0.0257,0.123,-9.874,0.157,117.988,4,7fsNNSLGG8Wi0nFbufCU6L,"['atl hip hop', 'hip hop', 'melodic rap', 'pop', 'r&b', 'rap', 'trap']"
Thinking with My Dick (feat. Juicy J),Stranger Than Fiction,Kevin Gates,2013-07-16,165314,72,0.77,0.0596,0.699,1.65e-05,0.17,-6.59,0.199,81.003,4,1ojBtNRMzjL7ptLPZCzfRz,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Really Really,Islah (Deluxe),Kevin Gates,2016-01-29,232093,70,0.762,0.00427,0.666,0.0,0.127,-6.055,0.0916,118.97,4,10I3CmmwT0BkOVhduDy53o,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2 Phones,Islah (Deluxe),Kevin Gates,2016-01-29,240000,69,0.895,0.157,0.681,0.0,0.189,-5.267,0.358,121.918,4,0wdKiSBUT7aZkXUIdJWcwC,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Me Too,Luca Brasi 3,Kevin Gates,2018-09-28,202300,66,0.726,0.152,0.605,0.0,0.642,-5.002,0.296,139.233,4,3KwwE4sgCzMaKWq6QBebmX,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
